processes,matrix_size,elapsed_time_sec,user_cpu_sec,sys_cpu_sec,max_rss_kb,#context_switch
64,1000,3.700010,3.463582,1.392269,80384,467
1,2000,84.158997,83.757581,0.340632,144356,198
4,2000,19.847274,19.624797,2.076092,108500,77
9,2000,12.089288,11.849720,2.036723,101968,61
16,2000,8.998052,8.756705,2.097822,100192,83
25,2000,8.102557,7.641735,2.311823,99432,270
36,2000,8.454705,7.536569,2.679881,99344,418
49,2000,14.475947,13.964130,5.002090,99464,406
64,2000,14.365072,13.684210,5.199691,100432,516
1,500,1.267623,1.253605,0.013922,70480,8
4,500,0.655553,0.618648,0.151566,68092,32
9,500,0.581940,0.530890,0.164437,68216,28
16,500,0.516142,0.477273,0.159769,68932,101
25,500,0.579569,0.512788,0.200221,68588,239
36,500,0.668499,0.564764,0.231430,70532,761
49,500,0.827426,0.667060,0.284725,70764,341
64,500,1.305129,1.113935,0.486193,71348,532
1,1000,8.564571,8.503970,0.051756,85112,28
4,1000,3.219895,3.120223,0.544223,76496,61
9,1000,2.363367,2.210463,0.624158,74876,47
16,1000,1.913412,1.811356,0.575707,74908,118
25,1000,1.873905,1.739249,0.611570,75392,175
36,1000,2.119877,1.848053,0.724856,75620,290
49,1000,3.982175,3.652389,1.418820,74564,192
64,1000,3.693685,3.439758,1.384999,79728,540
1,2000,83.939808,83.579066,0.301630,144348,282
4,2000,19.943789,19.649853,2.171352,108152,69
9,2000,12.031197,11.780109,2.060518,102260,67
16,2000,9.571037,9.102527,2.256863,100416,352
25,2000,7.624636,7.346811,2.088831,99508,304
36,2000,14.860050,14.489803,5.033762,97952,223
49,2000,8.031532,7.110265,2.607470,98852,499
64,2000,14.269685,13.655445,5.169175,98936,586
1,500,1.262420,1.251421,0.010887,70288,9
4,500,0.698225,0.643332,0.180108,67792,17
9,500,0.599242,0.557736,0.176633,67700,49
16,500,0.516901,0.471567,0.160215,68416,78
25,500,0.577564,0.521498,0.189740,69240,420
36,500,0.654833,0.551385,0.234194,69416,252
49,500,0.834265,0.657375,0.287661,70884,204
64,500,1.361273,1.169331,0.500474,72568,473
1,1000,8.565700,8.507133,0.047773,85208,22
4,1000,3.556548,3.362014,0.662367,76284,35
9,1000,2.381779,2.219425,0.618429,75064,45
16,1000,2.020391,1.869441,0.617002,75208,163
25,1000,1.880703,1.746971,0.614061,75396,331
36,1000,2.101572,1.824036,0.700205,74872,342
49,1000,2.943106,2.620683,1.058103,75640,387
64,1000,3.730321,3.483584,1.398792,79984,510
1,2000,85.369883,84.994239,0.324506,143784,217
4,2000,20.297850,19.867131,2.218860,108012,108
9,2000,12.085490,11.816100,2.077699,101928,44
16,2000,8.937117,8.665733,2.049362,100500,152
25,2000,7.616190,7.378955,2.119592,98932,294
36,2000,8.377599,7.559732,2.636040,98824,244
49,2000,14.442442,13.934512,4.990593,98276,504
64,2000,14.441678,13.802448,5.234210,99572,552
1,500,1.313620,1.298566,0.014937,70108,9
4,500,0.669690,0.631685,0.150500,67420,33
9,500,0.597256,0.555870,0.173840,68756,24
16,500,0.533618,0.489530,0.179820,68760,86
25,500,0.606196,0.525638,0.198796,69240,276
36,500,0.704935,0.604527,0.246610,69400,274
49,500,1.302461,1.119684,0.466559,70276,503
64,500,1.350620,1.173856,0.489128,72908,503
1,1000,9.010880,8.948129,0.051791,85432,33
4,1000,3.273965,3.206411,0.567284,76700,39
9,1000,2.303909,2.178702,0.575471,74552,49
16,1000,1.956001,1.856157,0.588871,75328,43
25,1000,1.926294,1.794928,0.637286,74400,314
36,1000,2.171573,1.908074,0.750461,74372,317
49,1000,4.105706,3.768283,1.476269,75128,305
64,1000,3.824460,3.557823,1.447598,79612,516
1,2000,93.558280,93.155286,0.349593,144012,171
4,2000,20.745471,20.507051,2.143543,108656,69
9,2000,12.506037,12.184333,2.211354,102388,78
16,2000,9.134890,8.905238,2.087044,100384,220
25,2000,7.837503,7.617188,2.149602,100216,247
36,2000,8.652640,7.771262,2.777725,99956,616
49,2000,14.872103,14.367201,5.155754,99416,785
64,2000,14.732142,14.048034,5.323556,99864,554
